Drug_ID,Food,Recommendation,Time,Recommendation_text
DB01109,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01109,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01112,food,Take,,Take with food. Food increases absorption.
DB01114,alcohol,Avoid,,Avoid alcohol.
DB01114,food,Take,,Take with food.
DB01115,alcohol,Avoid,,Avoid excessive or chronic alcohol consumption.
DB01115,licorice,Avoid,,Avoid natural licorice.
DB01115,food,Take,,Take with or without food.
DB01117,food,Take,,Take with food. Administration with a meal significantly enhances bioavailability.
DB01118,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01120,alcohol,Avoid,,Avoid alcohol.
DB01120,food,Take,,Take with or without food. Consistent food intake reduces the risk of hypoglycemia.
DB01121,food,Take,,Take with or without food. Co-administration with food may reduce gastrointestinal upset.
DB01124,alcohol,Avoid,,"Avoid alcohol. Ingesting alcohol may precipitate a disulfiram-like reaction (flushing, nausea), or hypoglycemia."
DB01124,food,Take,,Take with or without food.
DB01126,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01128,,Take,same time every day,Take at the same time every day.
DB01128,food,Take,,Take with or without food. Food does not significantly affect absorption.
DB01129,food,Take,,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
DB01131,food,Take,,Take with food.
DB01132,food,Take,,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
DB01133,calcium_supplements,Take,2 hours before or after,Take at least 2 hours before or after calcium supplements.
DB01133,food,Do_not_take,2 hours before or after,Take on an empty stomach. Take at least 2 hours before or after meals.
DB01133,antacids,Take,2 hours before or after,Take separate from antacids. Take at least 2 hours before or after antacids. The bioavailability of this medication is significantly reduced when administered with aluminum or magnesium containing antacids.
DB01133,water,Take,,Take with a full glass of water.
DB01136,food,Take,,Take with food. Food slows the absorption and reduces the incidence of adverse effects.
DB01137,food,Take,,Take with or without food. Food slightly alters kinetics but not to any clinically significant extent.
DB01138,food,Take,,Take with food.
DB01140,food,Take,,Take with or without food. Administration with food may be helpful in diminishing potential gastrointestinal complaints occasionally associated with oral cephalosporin therapy.
DB01144,food,,,"Increase consumption of potassium-rich foods. Diclofenamide may cause hypokalemia, therefore consuming more potassium-rich foods may help prevent hypokalemia."
DB01147,food,Do_not_take,,Take on an empty stomach. Orally administered cloxacillin should be taken 1-2 hours prior to meals as the presence of food in the stomach and intestine reduces drug absorption.
DB01148,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01149,alcohol,Avoid,,Avoid alcohol.
DB01149,,Take,same time every day,Take at the same time every day.
DB01149,food,Take,,Take with or without food.
DB01150,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01151,alcohol,Avoid,,Avoid alcohol.
DB01151,caffeine,Limit,,Limit caffeine intake.
DB01151,food,Take,,Take with food. Food reduces irritation.
DB01155,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01156,alcohol,Avoid,,Avoid alcohol. Co-administration with alcohol may result in neuropsychiatric adverse effects and potentiation of CNS depressant effects.
DB01156,food,Take,,Take with or without food. Co-administration with food does not significantly affect pharmacokinetics.
DB01162,food,Take,,Take with or without food. A meal does not significantly affect the extent of absorption but delays Tmax by 40 minutes.
DB01165,caffeine,Limit,,Limit caffeine intake.
DB01165,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01166,grapefruit_products,Avoid,,Avoid grapefruit products.
DB01166,food,Do_not_take,,Take on an empty stomach. A high fat meal will increase absorption.
DB01167,grapefruit_products,Avoid,,Avoid grapefruit products.
DB01167,food,Take,,Take with food.
DB01168,tyramine,Avoid,,"Avoid tyramine-containing foods and supplements. Foods that contain tyramine include yogurt, aged cheese, ripe bananas, wine, and sourdough bread."
DB01170,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01171,alcohol,Avoid,,Avoid excessive or chronic alcohol consumption.
DB01171,tyramine,Avoid,,"Avoid tyramine-containing foods and supplements. Avoid excess consumption (<100mg) of tyramine. Food that contains tyramine includes yogurt, aged cheese, ripe bananas, wine, and sourdough bread."
DB01171,food,Take,,Take after a meal.
DB01173,alcohol,Avoid,,Avoid alcohol.
DB01173,food,Take,,Take with or without food. Food does not significantly affect absorption.
DB01174,vitamin_supplements,Administer,,Administer vitamin supplements.
DB01174,alcohol,Avoid,,Avoid alcohol.
DB01174,caffeine,Limit,,Limit caffeine intake.
DB01174,food,Do_not_take,,Take on an empty stomach. Taking this medication on an empty stomach increases the speed of absorption.
DB01175,alcohol,Avoid,,Avoid alcohol. The combined use of alcohol with psychotropic medications should be avoided.
DB01175,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01176,alcohol,Avoid,,Avoid alcohol.
DB01176,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01181,alcohol,Avoid,,Avoid alcohol. Ingesting alcohol may worsen nausea and vomiting caused by ifosfamide.
DB01181,grapefruit_products,Exercise_caution,,"Exercise caution with grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of ifosfamide to its active metabolite, therefore reducing its efficacy."
DB01181,St_Johns_Wort,Exercise_caution,,"Exercise caution with St John's Wort. Close monitoring is warranted as this herb induces the CYP3A4 metabolism of ifosfamide to its alkylating active metabolites, including, chloroacetaldehyde, a nephrotoxic and neurotoxic metabolite."
DB01182,grapefruit_products,Avoid,,Avoid grapefruit products.
DB01182,food,Take,,Take with or without food. Take consistently at the same time in regard to meals.
DB01183,food,Take,,"Take separate from meals. When formulated as a buccal film or sublingual form, avoid eating or drinking until the film has completely dissolved."
DB01184,food,Take,15-30 minutes before,Take before a meal. Take 15-30 minutes before meals.
DB01185,food,Take,,Take with food.
DB01186,food,Take,,Take with or without food.
DB01190,water,Take,,Take with a full glass of water. Clindamycin may cause esophageal irritation if the dosage form becomes lodged.
DB01190,food,Take,,Take with or without food. Food does not appreciably alter the absorption of clindamycin.
DB01191,food,Take,,Take with food.
DB01192,food,Do_not_take,,Take on an empty stomach. Take oxymorphone at least one hour before or two hours after eating as food may increase the absorption of oxymorphone.
DB01193,food,Take,,"Take with or without food. Food decreases absorption rate and maximum concentration, but not to a clinically significant extent."
DB01195,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01196,milk,Avoid,,Avoid milk and dairy products.
DB01196,food,Do_not_take,,Take on an empty stomach.
DB01197,herb,Avoid,,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice)."
DB01197,salt intake,Limit,,Limit salt intake. Salt may attenuate the antihypertensive effect.
DB01197,food,Take,,Take separate from meals. The presence of food decreases absorption. Take one hour prior to meals.
DB01200,alcohol,Avoid,,Avoid alcohol.
DB01200,food,Take,,Take with food. Food reduces irritation.
DB01201,food,Take,,Take with food. Taking rifapentine with food increases its bioavailability and reduces gastrointestinal upset. Rifapentine tablets can be crushed and mixed with semisolid food if necessary.
DB01202,food,Take,,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB01203,alcohol,Avoid,,Avoid alcohol.
DB01203,licorice,Avoid,,Avoid natural licorice.
DB01203,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01205,food,Take,,"Take separate from meals. Eating during an intravenous infusion of flumazenil increases the elimination of flumazenil, potentially through elevated hepatic blood flow."
DB01211,food,Take,,Take with food. Food increases absorption.
DB01215,alcohol,Avoid,,Avoid alcohol.
DB01215,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01216,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01217,food,Take,,"Take with or without food. Co-administration with food reduces the rate, but not the overall extent, of absorption."
DB01218,food,Do_not_take,,"Take on an empty stomach. Food increases the bioavailability 6-fold, which may increase the risk of cardiotoxicity."
DB01219,food,Take,,Take with or without food. The absorption is unaffected by food.
DB01220,food,Take,,"Take with or without food. Fatty meals may increase the systemic AUC of rifaximin, but do not impact Cmax. Rifaximin is an antibacterial used for local action in the gastrointestinal tract; therefore, changes in systemic exposure may not significantly impact efficacy."
DB01221,alcohol,Avoid,,Avoid alcohol.
DB01222,food,Take,,"Take with or without food. Food delays drug absorption, but not to a clinically significant extent."
DB01223,caffeine,Limit,,"Limit caffeine intake. Excessive caffeine intake with aminophylline may exacerbate caffiene-like side effects such as nausea, nervousness, irritability, insomnia and tremors."
DB01223,food,Take,,Take with food. This may reduce gastric irritation. Aminophylline absorption is slower when taken with food.
DB01224,alcohol,Avoid,,Avoid alcohol.
DB01224,food,Take,,"Take with or without food. If taken with food, take with a light meal."
DB01225,garlic,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01225,ginger,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01225,bilberry,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01225,danshen,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01225,piracetam,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01225,ginkgo_biloba,Avoid,,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB01230,alcohol,Avoid,,Avoid alcohol.
DB01230,caffeine,Limit,,Limit caffeine intake.
DB01230,food,Take,,Take with or without food. Food does not significantly affect absorption.
DB01232,grapefruit_products,Avoid,,Avoid grapefruit products. Co-administration with grapefruit-containing products inhibits the metabolism of saquinavir.
DB01232,food,Take,,Take after a meal.
DB01233,alcohol,Avoid,,Avoid alcohol.
DB01233,food,Take,30 minutes before,Take before a meal. Co-administration with food decreases bioavailability - take 30 minutes before meals.
DB01234,alcohol,Avoid,,Avoid alcohol.
DB01234,food,Take,,Take with food. Food reduces irritation.
DB01235,food,Take,,Take with or without food. A diet high in protein may delay absorption and AUC of levodopa.
DB01238,fluids,Drink,,Drink plenty of fluids. Drink water to avoid dehydration while taking aripiprazole.
